Protocollo,DataOraIncidente,Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,Chilometrica,DaSpecificare,Longitude,Latitude
4627288,2019-10-29T08:45:00Z,Strada Urbana,VIA ILDEBRANDO VIVANTI,all'intersezione con,VIA GIUSEPPE MENDOZZA,VIA GIUSEPPE MENDOZZA,,,12.4431,41.8044
4627394,2019-10-29T08:45:00Z,Strada Urbana,VIA COLLATINA,all'intersezione con,VIA GINO SEVERINI,VIA GINO SEVERINI,,,12.5823,41.9034
4627990,2019-10-29T09:20:00Z,Strada Urbana,VIA VITTORIA COLONNA,all'intersezione con,VIA PIETRO CAVALLINI,VIA PIETRO CAVALLINI,,,12.4728,41.9051
4628366,2019-10-29T09:30:00Z,Strada Urbana,VIA FILIPPO MEDA,all'intersezione con,VIA ACHILLE BENEDETTI,VIA ACHILLE BENEDETTI,,,12.5435,41.9132
4630046,2019-10-29T09:45:00Z,Strada Urbana,VIALE DELL'UMANESIMO,all'intersezione con,VIALE OCEANO ATLANTICO,VIALE OCEANO ATLANTICO,,,12.4788,41.8208
4628494,2019-10-29T12:40:00Z,Strada Urbana,VIA DI RIPETTA,all'intersezione con,VIA BORGHESE,VIA BORGHESE,,,12.4758,41.9066
4629224,2019-10-29T14:35:00Z,Strada Urbana,VIA DI CASTEL DI LEVA,all'intersezione con,VIA DELLA CECCHIGNOLA,VIA DELLA CECCHIGNOLA,,,12.5083,41.7916
4628974,2019-10-29T15:50:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,VIA ACCADEMIA DEGLI AGIATI,VIA ACCADEMIA DEGLI AGIATI,,,12.4881,41.8525
4630026,2019-10-29T16:00:00Z,Strada Urbana,VIA LAURENTINA,da specificare,,,,prox Via degli Artificieri,12.4852,41.8101
4630447,2019-10-29T16:00:00Z,Strada Urbana,PIAZZA DEI SICULI,all'intersezione con,VIA DEI SALENTINI,VIA DEI SALENTINI,,,12.5111,41.8993
4628968,2019-10-29T16:30:00Z,Strada Urbana,VIA DEL QUARTACCIO,all'intersezione con,VIA DEL PODERE DI S. GIUSTO,VIA DEL PODERE DI S. GIUSTO,,,12.3909,41.9182
4629156,2019-10-29T17:00:00Z,Strada Urbana,VIA NOCERA UMBRA,all'intersezione con,VIA OTRICOLI,VIA OTRICOLI,,,12.531,41.8796
4629252,2019-10-29T17:40:00Z,Strada Urbana,VIA OSTIENSE,all'intersezione con,VIA DEL TROTTO,VIA DEL TROTTO,,,12.4229,41.8109
4628435,2019-10-29T17:45:00Z,Strada Urbana,LUNGOTEVERE GRANDE A.GLIO THAON DI REVEL,all'intersezione con,VIA GIULIO ROMANO,VIA GIULIO ROMANO,,,12.4629,41.9322
4629234,2019-10-29T17:50:00Z,Strada Urbana,VIA DEGLI SCIPIONI,all'intersezione con,VIA EZIO,VIA EZIO,,,12.463,41.9098
4628935,2019-10-29T18:10:00Z,Strada Urbana,VIA DELLA TENUTA DI TORRENOVA,all'intersezione con,VIA DI TOR VERGATA,VIA DI TOR VERGATA,,,12.6175,41.8583
4629266,2019-10-29T18:10:00Z,Strada Urbana,VIA ELIO CHIANESI,all'intersezione con,VIA SERGIO DE VITIS,VIA SERGIO DE VITIS,,,12.4477,41.8012
4629470,2019-10-29T18:30:00Z,Strada Urbana,VIA PANARO,all'intersezione con,PIAZZA VOLSINIO,PIAZZA VOLSINIO,,,12.5108,41.9244
4628906,2019-10-29T18:59:00Z,Strada Urbana,VIA DELL'ACCADEMIA AMBROSIANA,all'intersezione con,PIAZZA DELL'ACCADEMIA ANTIQUARIA,PIAZZA DELL'ACCADEMIA ANTIQUARIA,,,12.491,41.8462
4629471,2019-10-29T19:00:00Z,Strada Urbana,VIA SALARIA,all'intersezione con,VIA BRUXELLES,VIA BRUXELLES,,,12.5015,41.9224
4629067,2019-10-29T19:25:00Z,Strada Urbana,PIAZZA PASSO DEL PORDOI,all'intersezione con,GALLERIA GIOVANNI XXIII,GALLERIA GIOVANNI XXIII,,,12.4411,41.9406
4629241,2019-10-29T19:25:00Z,Strada Urbana,VIA NAZIONALE,all'intersezione semaforizzata con,VIA AGOSTINO DEPRETIS,VIA AGOSTINO DEPRETIS,,,12.9458,42.3869
4629032,2019-10-29T20:45:00Z,Strada Urbana,VIA GUENDALINA BORGHESE,all'intersezione con,PIAZZA CATERINA SFORZA,PIAZZA CATERINA SFORZA,,,12.4909,41.8586
4628890,2019-10-29T23:10:00Z,Strada Urbana,VIALE FILARETE,all'intersezione con,VIA CIRO DA URBINO,VIA CIRO DA URBINO,,,12.5386,41.8789
4629311,2019-10-30T01:20:00Z,Strada Urbana,VIA DELL'ARCO DI TRAVERTINO,all'intersezione semaforizzata con,VIA COLLEPARDO,VIA COLLEPARDO,,,12.536,41.8675
4629508,2019-10-30T07:30:00Z,Strada Urbana,LUNGOTEVERE IN AUGUSTA,all'intersezione semaforizzata con,VIA FERDINANDO DI SAVOIA,VIA FERDINANDO DI SAVOIA,,,12.4748,41.9076
4631544,2019-10-30T07:30:00Z,Strada Urbana,VIALE UMBERTO TUPINI,all'intersezione con,VIALE EUROPA,VIALE EUROPA,,,12.4619,41.8329
4629759,2019-10-30T07:50:00Z,Strada Urbana,LUNGOTEVERE TESTACCIO,all'intersezione semaforizzata con,VIA RUBATTINO,VIA RUBATTINO,,,12.4707,41.8777
4630451,2019-10-30T08:25:00Z,Strada Urbana,VIA NOMENTANA,da specificare,,,,altezza via messina dir. flaminio,12.5035,41.9109
4630842,2019-10-30T09:05:00Z,Strada Urbana,LARGO LEONARDO DA VINCI,all'intersezione semaforizzata con,VIALE GIUSTINIANO IMPERATORE,VIALE GIUSTINIANO IMPERATORE,,,12.48,41.8565
4631425,2019-10-30T09:45:00Z,Strada Urbana,VIA GIUSEPPE SPINA,da specificare,,,,IN PROSSIMITA' VIA AURELIA ANTICA,12.4408,41.8886
4629484,2019-10-30T10:00:00Z,Strada Urbana,VIA PRENESTINA BIS,all'intersezione con,VIA MARISA BELLISARIO,VIA MARISA BELLISARIO,,,12.6042,41.8931
4629927,2019-10-30T10:20:00Z,Strada Urbana,VIA GIOVANNI PIERLUIGI DA PALESTRINA,all'intersezione con,VIA MARIANNA DIONIGI,VIA MARIANNA DIONIGI,,,12.4714,41.9066
4630922,2019-10-30T10:40:00Z,Strada Urbana,VIA DI CASAL DEI PAZZI,all'intersezione con,VIA CICILIANO,VIA CICILIANO,,,12.5684,41.9286
4630454,2019-10-30T11:10:00Z,Strada Urbana,VIALE DI VILLA MASSIMO,all'intersezione con,VIA DI VILLA RICOTTI,VIA DI VILLA RICOTTI,,,12.5165,41.9145
4631271,2019-10-30T13:00:00Z,Strada Urbana,VIA TRIPOLI,all'intersezione con,VIA MAKALLE',VIA MAKALLE',,,12.5222,41.9278
4630963,2019-10-30T13:40:00Z,Strada Urbana,VIA GREGORIO VII,da specificare,,,,altezza via San Silverio,12.4487,41.8955
4630932,2019-10-30T13:45:00Z,Regionale entro l'abitato,VIA FLAMINIA,da specificare,,,,prossimità via Due Ponti,12.4753,41.9375
4629934,2019-10-30T13:50:00Z,Strada Urbana,VIA DEGLI ANGELI,all'intersezione con,VIA FAUSTO PESCI,VIA FAUSTO PESCI,,,12.5415,41.874
4631188,2019-10-30T14:45:00Z,Strada Urbana,VIA CASILINA,all'intersezione con,VIA DEL PONTE DELLA CATENA,VIA DEL PONTE DELLA CATENA,,,12.6604,41.8646
4630962,2019-10-30T15:30:00Z,Strada Urbana,VIA CIMONE,all'intersezione con,VIA PASSO DEL FURLO,VIA PASSO DEL FURLO,,,12.5372,41.9332
4631274,2019-10-30T16:00:00Z,Strada Urbana,VIALE PARIOLI,all'intersezione con,VIA NINO OXILIA,VIA NINO OXILIA,,,12.4874,41.9258
4659040,2019-10-30T16:30:00Z,Strada Urbana,VIA MARIA ADELAIDE,all'intersezione con,VIA LUISA DI SAVOIA,VIA LUISA DI SAVOIA,,,12.4743,41.9104
4631211,2019-10-30T18:00:00Z,Strada Urbana,VIA DEL FOSSO DI S. MAURA,all'intersezione con,VIALE ANTONIO CIAMARRA,VIALE ANTONIO CIAMARRA,,,12.5947,41.858
4637505,2019-10-30T18:30:00Z,Strada Urbana,VIALE IGNAZIO SILONE,all'intersezione con,PIAZZALE ELSA MORANTE,PIAZZALE ELSA MORANTE,,,12.4672,41.8134
4634817,2019-10-30T19:25:00Z,Strada Urbana,PIAZZALE DELLE PROVINCIE,all'intersezione con,VIA DELLA LEGA LOMBARDA,VIA DELLA LEGA LOMBARDA,,,12.521,41.9095
4631178,2019-10-30T19:50:00Z,Strada Urbana,VIA DI TORRE SPACCATA,all'intersezione con,VIALE DI TORRE MAURA,VIALE DI TORRE MAURA,,,12.5832,41.8584
4631552,2019-10-30T20:15:00Z,Strada Urbana,VIA DEL VASCELLO,all'intersezione con,VIA FRATELLI BONNET,VIA FRATELLI BONNET,,,12.4595,41.8859
4630911,2019-10-30T23:00:00Z,Strada Urbana,VIA CASILINA,all'intersezione semaforizzata con,VIA WALTER TOBAGI,VIA WALTER TOBAGI,,,12.5968,41.8665
4631141,2019-10-31T02:00:00Z,Strada Urbana,VIA ISERNIA,all'intersezione con,VIA LA SPEZIA,VIA LA SPEZIA,,,12.5145,41.8862
4631290,2019-10-31T06:25:00Z,Strada Urbana,VIA DI PORTA FURBA,all'intersezione con,VIA DEGLI OPPII,VIA DEGLI OPPII,,,12.5411,41.8733
4631134,2019-10-31T07:00:00Z,Strada Urbana,VIA OSTIENSE,all'intersezione con,VIA SARSINA,VIA SARSINA,,,12.4062,41.7962
4633271,2019-10-31T07:30:00Z,Strada Urbana,VIA PO,all'intersezione semaforizzata con,VIA SALARIA,VIA SALARIA,,,12.497,41.916
4633643,2019-10-31T08:05:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione con,VIA ROCCELLA IONICA,VIA ROCCELLA IONICA,,,12.5858,41.8414
4632181,2019-10-31T08:15:00Z,Strada Urbana,PIAZZA CLEMENTE XI,all'intersezione con,VIA PASQUALE II,VIA PASQUALE II,,,12.4146,41.914
4634823,2019-10-31T08:20:00Z,Strada Urbana,CIRCONVALLAZIONE NOMENTANA,all'intersezione con,VIA LORENZO IL MAGNIFICO,VIA LORENZO IL MAGNIFICO,,,12.5282,41.9123
4631694,2019-10-31T08:40:00Z,Strada Urbana,VIA CAMILLO MANFRONI,all'intersezione con,VIA ANTONIO BECCADELLI,VIA ANTONIO BECCADELLI,,,12.5459,41.8733
4638895,2019-10-31T09:20:00Z,Strada Urbana,VIALE MANZONI,all'intersezione semaforizzata con,VIA MERULANA,VIA MERULANA,,,12.5079,41.8913
4633331,2019-10-31T09:50:00Z,Strada Urbana,VIA NOMENTANA,da specificare,,,,prossimità Via Asmara,12.5728,41.9579
4634826,2019-10-31T10:15:00Z,Strada Urbana,VIA GIANO DELLA BELLA,all'intersezione con,VIA CUPA,VIA CUPA,,,12.5226,41.9082
4636677,2019-10-31T11:20:00Z,Strada Urbana,VIA CARLO PESENTI,all'intersezione con,VIA TIBURTINA,VIA TIBURTINA,,,12.5992,41.9331
4631707,2019-10-31T11:35:00Z,Strada Urbana,VIA MAGNAGRECIA,all'intersezione semaforizzata con,PIAZZALE APPIO,PIAZZALE APPIO,,,12.5098,41.8851
4631778,2019-10-31T12:30:00Z,Strada Urbana,VIALE PALMIRO TOGLIATTI,all'intersezione semaforizzata con,VIA QUINTO PUBLICIO,VIA QUINTO PUBLICIO,,,12.5712,41.856
4634340,2019-10-31T12:45:00Z,Strada Urbana,VIA VAL TROMPIA,all'intersezione con,VIA VAL DI FASSA,VIA VAL DI FASSA,,,12.5277,41.9347
4634360,2019-10-31T13:20:00Z,Strada Urbana,PIAZZA GIUSEPPE PRIMOLI,all'intersezione semaforizzata con,VIA UGO OJETTI,VIA UGO OJETTI,,,12.5529,41.9452
4641224,2019-10-31T14:45:00Z,Strada Urbana,VIA GIUSEPPE SACCONI,all'intersezione semaforizzata con,VIALE PINTURICCHIO,VIALE PINTURICCHIO,,,12.4657,41.9314
4637210,2019-10-31T15:10:00Z,Strada Urbana,VIALE DEI COLLI PORTUENSI,all'intersezione semaforizzata con,LARGO ALBERTO MISSIROLI,LARGO ALBERTO MISSIROLI,,,12.4441,41.8666
4634248,2019-10-31T15:45:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione con,VIA DI TOR SAPIENZA,VIA DI TOR SAPIENZA,,,12.6155,41.8933
4632898,2019-10-31T16:50:00Z,Strada Urbana,VIA VALLO DELLA LUCANIA,all'intersezione con,VIALE NUSCO,VIALE NUSCO,,,12.6274,41.892
4638439,2019-10-31T17:00:00Z,Strada Urbana,VIA DI MEZZOCAMMINO,all'intersezione con,VIA ALFONSINE,VIA ALFONSINE,,,12.4227,41.79
4636707,2019-10-31T17:20:00Z,Strada Urbana,VIA ETTORE STAMPINI,da specificare,,,,prossimità VIALE DI VALLE AURELIA,12.4346,41.9043
4633080,2019-10-31T17:45:00Z,Strada Urbana,VIA GIROLAMO BOCCARDO,all'intersezione con,VIA ANTONIO SERRA,VIA ANTONIO SERRA,,,12.4732,41.9422
4632292,2019-10-31T18:00:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,VIA GIOVANNI GENOCCHI,VIA GIOVANNI GENOCCHI,,,12.4963,41.8588
4634488,2019-10-31T18:45:00Z,Strada Urbana,VIALE JONIO,all'intersezione con,VIA SCARPANTO,VIA SCARPANTO,,,12.536,41.9442
4634526,2019-10-31T19:00:00Z,Strada Urbana,VIA ARTURO GRAF,all'intersezione semaforizzata con,VIA NOMENTANA,VIA NOMENTANA,,,12.5525,41.9428
4635631,2019-10-31T19:10:00Z,Strada Urbana,VIALE PINTURICCHIO,all'intersezione con,VIA ANTONAZZO ROMANO,VIA ANTONAZZO ROMANO,,,12.4646,41.9303
4638569,2019-10-31T19:15:00Z,Strada Urbana,VIA DI VALLERANO,da specificare,,,,ALTEZZA ROTATORIA PER VIA LAURENTINA,12.4654,41.7861
4641482,2019-10-31T19:40:00Z,Strada Urbana,VIA DELL'ANTARTIDE,all'intersezione con,VIALE DELL'UMANESIMO,VIALE DELL'UMANESIMO,,,12.4636,41.8249
4636751,2019-10-31T20:30:00Z,Strada Urbana,VIA ASINARI DI S. MARZANO,all'intersezione con,VIA GIUSEPPE PIANELL,VIA GIUSEPPE PIANELL,,,12.5373,41.8978
4633197,2019-10-31T20:55:00Z,Strada Urbana,VIA GIOVANNI GIOLITTI,all'intersezione con,VIA ALFREDO CAPPELLINI,VIA ALFREDO CAPPELLINI,,,12.507,41.8965
4633666,2019-10-31T23:40:00Z,Strada Urbana,VIA DELLE ROSE,all'intersezione con,VIA DEI CICLAMINI,VIA DEI CICLAMINI,,,12.5666,41.8906
4635522,2019-10-31T23:40:00Z,Strada Urbana,GALLERIA GIOVANNI XXIII,da specificare,,,,dir. Salaria pross. ingresso Via Trionfale,12.4411,41.9404
4636764,2019-10-31T23:45:00Z,Strada Urbana,VIALE PALMIRO TOGLIATTI,da specificare,,,,prossimità Via dei Pampini direzione Prenestina,12.5729,41.8787
4632575,2019-11-01T00:10:00Z,Strada Urbana,VIA BRITANNIA,all'intersezione semaforizzata con,PIAZZA TUSCOLO,PIAZZA TUSCOLO,,,12.5082,41.8804
4633486,2019-11-01T00:15:00Z,Strada Urbana,VIALE FILARETE,all'intersezione con,VIA GALEAZZO ALESSI,VIA GALEAZZO ALESSI,,,12.5387,41.8794
4632982,2019-11-01T01:15:00Z,Strada Urbana,LARGO FEDERICO FELLINI,all'intersezione con,PORTA PINCIANA,PORTA PINCIANA,,,12.4885,41.9094
4634196,2019-11-01T01:30:00Z,Strada Urbana,VIA ANGELO BELLANI,all'intersezione con,VIA GIOVANNI DA CASTEL BOLOGNESE,VIA GIOVANNI DA CASTEL BOLOGNESE,,,12.4684,41.873
4636825,2019-11-01T02:00:00Z,Strada Urbana,VIA CONCA D'ORO,all'intersezione con,PIAZZA CONCA D'ORO,PIAZZA CONCA D'ORO,,,12.5274,41.9387
4637010,2019-11-01T02:15:00Z,Strada Urbana,VIA CONCA D'ORO,all'intersezione con,PIAZZA CONCA D'ORO,PIAZZA CONCA D'ORO,,,12.5244,41.9405
4633072,2019-11-01T02:30:00Z,Strada Urbana,VIALE DI TRASTEVERE,all'intersezione semaforizzata con,VIA DI S. FRANCESCO A RIPA,VIA DI S. FRANCESCO A RIPA,,,12.4679,41.8817
4634211,2019-11-01T02:40:00Z,Strada Urbana,PIAZZA S. GIOVANNI BOSCO,all'intersezione con,VIALE MARCO FULVIO NOBILIORE,VIALE MARCO FULVIO NOBILIORE,,,12.5644,41.8588
4634229,2019-11-01T02:50:00Z,Strada Urbana,VIA DELLA MAGLIANA,all'intersezione semaforizzata con,VICOLO DI S. PASSERA,VICOLO DI S. PASSERA,,,12.4196,41.8317
4632703,2019-11-01T04:00:00Z,Strada Urbana,VIA CARLO DENINA,all'intersezione con,VIA TOMMASO FORTIFIOCCA,VIA TOMMASO FORTIFIOCCA,,,12.5234,41.87
4633088,2019-11-01T04:10:00Z,Provinciale entro l'abitato,CIRCONVALLAZIONE SALARIA,da specificare,,,,prossimità VIA SALARIA,12.5207,41.9347
4634481,2019-11-01T04:20:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,da specificare,,,,pross. piazzale 25 Marzo 1957,12.4536,41.8089
4634091,2019-11-01T05:10:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione con,VIA COSTANTINO,VIA COSTANTINO,,,12.4908,41.8545
4634118,2019-11-01T05:30:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,PIAZZA DEI NAVIGATORI,PIAZZA DEI NAVIGATORI,,,12.4985,41.8604
4638065,2019-11-01T05:50:00Z,Strada Urbana,PIAZZALE MARESCIALLO GIARDINO,da specificare,,,,in prossimità di VIA NOVENIO BUCCHI,12.4581,41.923
4637475,2019-11-01T09:20:00Z,Strada Urbana,VIA MUZIO CLEMENTI,all'intersezione con,VIA MARIANNA DIONIGI,VIA MARIANNA DIONIGI,,,12.471,41.9053
4634609,2019-11-01T12:00:00Z,Strada Urbana,VIALE CRISTOFORO COLOMBO,all'intersezione semaforizzata con,VIA PINDARO,VIA PINDARO,,,12.4536,41.8089
4635636,2019-11-01T13:40:00Z,Strada Urbana,VIA SEBINO,all'intersezione semaforizzata con,VIA CHIANA,VIA CHIANA,,,12.5054,41.9218
4634608,2019-11-01T14:40:00Z,Strada Urbana,VIALE JONIO,all'intersezione con,VIA MONTE ROCCHETTA,VIA MONTE ROCCHETTA,,,12.536,41.9442
4633642,2019-11-01T15:40:00Z,Strada Urbana,VIALE DI TOR DI QUINTO,da specificare,,,,prossimita via Stazione di Tor di Quinto,12.4848,41.9502
4634289,2019-11-01T15:50:00Z,Strada Urbana,VIA CASSIA NUOVA,all'intersezione con,VIA GIOVANNI FABBRONI,VIA GIOVANNI FABBRONI,,,12.4683,41.9509
4634173,2019-11-01T17:00:00Z,Strada Urbana,VIA DI TOR BELLA MONACA,all'intersezione con,VIA DI TORRENOVA,VIA DI TORRENOVA,,,12.6211,41.8878
4635503,2019-11-01T18:15:00Z,Strada Urbana,VIA BENIAMINO FRANKLIN,all'intersezione con,VIA GIOVANNI BRANCA,VIA GIOVANNI BRANCA,,,12.4727,41.8782
4668101,2019-11-01T18:56:00Z,Strada Urbana,PIAZZA UNGHERIA,all'intersezione con,VIA PANAMA,VIA PANAMA,,,12.4927,41.9225
4638779,2019-11-01T21:10:00Z,Strada Urbana,VIA DEL CASTRO PRETORIO,all'intersezione con,VIA MARSALA,VIA MARSALA,,,12.5046,41.901
4634258,2019-11-01T23:00:00Z,Strada Urbana,LUNGOTEVERE DEGLI INVENTORI,all'intersezione con,VIA VINCENZO BRUNACCI,VIA VINCENZO BRUNACCI,,,12.4661,41.8611
4635683,2019-11-02T00:10:00Z,Strada Urbana,VIA DI RIPETTA,all'intersezione con,PASSEGGIATA DI RIPETTA,PASSEGGIATA DI RIPETTA,,,12.4758,41.9066
4635527,2019-11-02T00:35:00Z,Strada Urbana,VIA DI S. FRANCESCO A RIPA,all'intersezione con,VIALE DI TRASTEVERE,VIALE DI TRASTEVERE,,,12.4718,41.8873
4634252,2019-11-02T01:00:00Z,Strada Urbana,VIA DEGLI OLIVI,all'intersezione con,VIA DELLE PETUNIE,VIA DELLE PETUNIE,,,12.5697,41.8874
4636834,2019-11-02T01:00:00Z,Strada Urbana,VIA LEONE XIII,da specificare,,,,fronte v. Cardinal Ferrata (dir. Piazza Pio XI),12.4404,41.8869
4637658,2019-11-02T02:25:00Z,Strada Urbana,VIA MARCANTONIO COLONNA,all'intersezione con,VIA POMPEO MAGNO,VIA POMPEO MAGNO,,,12.467,41.91
4635660,2019-11-02T03:00:00Z,Strada Urbana,VIA CHIANA,all'intersezione con,VIA FUCINO,VIA FUCINO,,,12.5055,41.9217
4634591,2019-11-02T04:46:00Z,Strada Urbana,VIA GIAMBATTISTA VICO,all'intersezione con,VIA LUISA DI SAVOIA,VIA LUISA DI SAVOIA,,,12.4751,41.9115
4635564,2019-11-02T07:55:00Z,Strada Urbana,PIAZZA DI PORTA CAPENA,all'intersezione semaforizzata con,VIA DI S. GREGORIO,VIA DI S. GREGORIO,,,12.4895,41.8842
4634732,2019-11-02T09:50:00Z,Strada Urbana,VIA PIETRO DE COUBERTIN,all'intersezione con,VIA GRAN BRETAGNA,VIA GRAN BRETAGNA,,,12.4748,41.9302
4635511,2019-11-02T10:30:00Z,Strada Urbana,VIALE DEI COLLI PORTUENSI,all'intersezione con,LARGO NOSTRA SIGNORA DI COROMOTO,LARGO NOSTRA SIGNORA DI COROMOTO,,,12.4441,41.8666
4634561,2019-11-02T10:45:00Z,Strada Urbana,VIALE VENTIMIGLIA,all'intersezione con,VIA SARZANA,VIA SARZANA,,,12.4384,41.8409
4635679,2019-11-02T11:00:00Z,Strada Urbana,VIA FEZZAN,all'intersezione con,VIA TRIPOLI,VIA TRIPOLI,,,12.5238,41.929
4635865,2019-11-02T11:45:00Z,Strada Urbana,VIA DELLE ISOLE CURZOLANE,all'intersezione semaforizzata con,VIA DI VALLE MELAINA,VIA DI VALLE MELAINA,,,12.532,41.9488
4637069,2019-11-02T12:10:00Z,Strada Urbana,VIA GAETANO MAZZONI,all'intersezione con,VIA DI MONTESPACCATO,VIA DI MONTESPACCATO,,,12.3946,41.9081
4635675,2019-11-02T12:20:00Z,Strada Urbana,VIA SALARIA,da specificare,,,,pross. Piazza di Priscilla,12.5141,41.9923
4638942,2019-11-02T12:40:00Z,Strada Urbana,VIA TORINO,all'intersezione semaforizzata con,VIA NAZIONALE,VIA NAZIONALE,,,12.4956,41.9015
4634950,2019-11-02T12:45:00Z,Strada Urbana,VIA SABOTINO,all'intersezione con,VIA MONTE SANTO,VIA MONTE SANTO,,,12.4602,41.9168
4636570,2019-11-02T13:00:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione con,VIALE PALMIRO TOGLIATTI,VIALE PALMIRO TOGLIATTI,,,12.575,41.8948
4635478,2019-11-02T14:00:00Z,Strada Urbana,VIA DELL'AQUILA REALE,all'intersezione con,VIA DEL PELLICANO,VIA DEL PELLICANO,,,12.5962,41.8644
4636838,2019-11-02T14:20:00Z,Strada Urbana,VIALE DELLE MEDAGLIE D'ORO,all'intersezione con,VIA MARIO ROMAGNOLI,VIA MARIO ROMAGNOLI,,,12.4426,41.9193
4636618,2019-11-02T14:55:00Z,Strada Urbana,VIA PAPIRIA,all'intersezione con,VIA CALPURNIO PISONE,VIA CALPURNIO PISONE,,,12.5653,41.8628
4636557,2019-11-02T15:40:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,VIA COSTANTINO,VIA COSTANTINO,,,12.4906,41.8545
4638752,2019-11-02T16:30:00Z,Strada Urbana,PIAZZA DI PORTA CAPENA,all'intersezione semaforizzata con,VIA DEI CERCHI,VIA DEI CERCHI,,,12.4895,41.8842
4637481,2019-11-02T18:00:00Z,Strada Urbana,VIALE GIULIO CESARE,all'intersezione semaforizzata con,VIA VIRGINIO ORSINI,VIA VIRGINIO ORSINI,,,12.4688,41.9119
4636860,2019-11-02T18:15:00Z,Strada Urbana,VIA DEI GLICINI,all'intersezione con,VIA DEI CASTANI,VIA DEI CASTANI,,,12.5665,41.8796
4635480,2019-11-02T18:40:00Z,Strada Urbana,VIA DEI CENTAURI,da specificare,,,,in prossimità via di torrenova,12.6186,41.8794
4664300,2019-11-02T19:30:00Z,Strada Urbana,VIA MAIOLATI,all'intersezione con,VIA RECANATI,VIA RECANATI,,,12.5835,41.9372
4635622,2019-11-02T20:15:00Z,Strada Urbana,VIALE FURIO CAMILLO,all'intersezione con,VIA MUZIO SCEVOLA,VIA MUZIO SCEVOLA,,,12.5252,41.8761
4637216,2019-11-02T20:15:00Z,Strada Urbana,VIA TIBURTINA,all'intersezione con,VIA LANCIANO,VIA LANCIANO,,,12.5739,41.9257
4635671,2019-11-02T21:30:00Z,Strada Urbana,PONTE GIACOMO MATTEOTTI,all'intersezione con,LUNGOTEVERE ARNALDO DA BRESCIA,LUNGOTEVERE ARNALDO DA BRESCIA,,,12.4707,41.9144
4635640,2019-11-02T21:40:00Z,Strada Urbana,VIA TARQUINIO COLLATINO,all'intersezione con,VIA CALPURNIO PISONE,VIA CALPURNIO PISONE,,,12.5645,41.8612
4637140,2019-11-02T22:20:00Z,Strada Urbana,VIA TIBURTINA,all'intersezione con,VIA CARLO PESENTI,VIA CARLO PESENTI,,,12.5992,41.933
4636989,2019-11-02T23:10:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione con,VIA CALPURNIO FIAMMA,VIA CALPURNIO FIAMMA,,,12.5591,41.8584
4636029,2019-11-03T00:05:00Z,Strada Urbana,VIA VAL D'OSSOLA,all'intersezione con,VIA VALDINIEVOLE,VIA VALDINIEVOLE,,,12.5287,41.9352
4637525,2019-11-03T00:20:00Z,Strada Urbana,VIA CIPRO,all'intersezione semaforizzata con,VIA MARCANTONIO BRAGADIN,VIA MARCANTONIO BRAGADIN,,,12.4459,41.9063
4635484,2019-11-03T00:30:00Z,Provinciale entro l'abitato,VIA PRENESTINA,da specificare,,,,INTERSEZIONE CON VIA AVOLA,12.6155,41.8933
4637019,2019-11-03T00:30:00Z,Strada Urbana,VIA DEI CASTANI,all'intersezione con,VIA DELLE ROBINIE,VIA DELLE ROBINIE,,,12.5731,41.8824
4637956,2019-11-03T01:30:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione con,VIA PONTINA,VIA PONTINA,,,12.4598,41.8125
4639139,2019-11-03T01:30:00Z,Strada Urbana,PIAZZA MANFREDO FANTI,all'intersezione semaforizzata con,VIA RATTAZZI,VIA RATTAZZI,,,12.5024,41.8976
4636726,2019-11-03T03:05:00Z,Strada Urbana,VIA FABRIANO,all'intersezione con,VIA FIUMINATA,VIA FIUMINATA,,,12.5844,41.9408
4636888,2019-11-03T03:50:00Z,Strada Urbana,CIRCONVALLAZIONE NOMENTANA,da specificare,,,,in prossimità via MONTI TIBURTINI,12.5265,41.9211
4636070,2019-11-03T05:20:00Z,Strada Urbana,VIA DELLE VIGNE NUOVE,all'intersezione con,VIALE GINO CERVI,VIALE GINO CERVI,,,12.5358,41.9554
4636657,2019-11-03T10:20:00Z,Strada Urbana,VIA FILIPPO SERAFINI,all'intersezione con,VIA CARLO FADDA,VIA CARLO FADDA,,,12.5714,41.8612
4635963,2019-11-03T12:35:00Z,Strada Urbana,LARGO GIORGIO LABO',all'intersezione con,VIALE DON PASQUINO BORGHI,VIALE DON PASQUINO BORGHI,,,12.4451,41.8095
